公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,风险限定字数句子统计,风险所有句子统计,是否检测到风险章节,文档名称
荆门市东宝区城乡建设投资有限公司,,2018-03-27,77,7,90548,4537,28,44,61,是,2018年荆门市东宝区城乡建设投资有限公司公司债券募集说明书_3189646974993289
威海市文登区城市资产经营有限公司,,2018-03-27,63,3,91327,3362,26,25,50,是,2018年第一期威海市文登区城市资产经营有限公司城市停车场建设专项债券募集说明书_3192248186306037
兖州煤业股份有限公司,,2018-03-22,156,5,200899,15525,63,106,188,是,兖州煤业公开发行2018年可续期公司债券募集说明书（第一期）（面向合格投资者）_600188_20180322_5
杭州市钱江新城投资集团有限公司,,2018-03-19,73,7,99630,4354,29,38,51,是,2018年杭州市钱江新城投资集团有限公司城市停车场建设专项债券募集说明书_3188679623670005
贵阳白云工业发展投资有限公司,,2018-03-19,59,9,109534,5305,34,36,72,是,2018年第一期贵阳白云工业发展投资有限公司公司债券募集说明书_3185332107623514
hanghai Puta公司,,2018-03-15,75,0,216128,3830,0,0,1,是,璞泰来公开发行2018年创新创业公司债券募集说明书（面向合格投资者）_603659_20180315_5
上海璞泰来新能源科技股份有限公司,,2018-03-15,75,0,216128,3830,0,0,1,是,上海璞泰来新能源科技股份有限公司公开发行2018年创新创业公司债券募集说明书_3184294245875943
上海临港经济发展（集团）有限公司,,2018-03-14,85,9,190348,5728,31,36,81,是,上海临港经济发展（集团）有限公司公开发行2018年绿色公司债券募集说明书_3183558869025318
上海临港经济发展（集团）有限公司,,2018-03-14,85,9,190348,5728,31,36,81,是,上海临港经济发展（集团）有限公司公开发行2018年绿色公司债券募集说明书_3183562150147330
盐城市城南新区开发建设投资有限公司,,2018-03-14,60,3,139682,4392,27,32,57,是,2018年第一期盐城市城南新区开发建设投资有限公司绿色债券募集说明书_3183497476883307
淮南市城市建设投资有限责任公司,,2018-03-13,56,4,84677,5052,29,36,73,是,2018年第一期淮南市城市建设投资有限责任公司公司债券募集说明书_3182749260395933
京山县京诚投资开发有限公司,,2018-03-12,63,5,92180,3467,20,29,46,是,2018年京山县京诚投资开发有限公司公司债券募集说明书_3179126315780233
武汉商贸国有控股集团有限公司,,2018-03-09,117,8,150980,7437,42,56,95,是,武汉商贸国有控股集团有限公司公开发行2018年公司债券募集说明书（以此版本为准）_3180010474060407
武汉商贸国有控股集团有限公司,,2018-03-08,117,8,150980,7437,42,56,95,是,武汉商贸国有控股集团有限公司公开发行2018年公司债券募集说明书_3179266279965146
绿城房地产集团有限公司,,2018-03-07,128,13,228551,14993,65,105,182,是,绿城房地产集团有限公司公开发行2018年公司债券募集说明书_3178304581230121
绿城房地产集团有限公司,,2018-03-07,128,13,228551,14993,65,105,182,是,绿城房地产集团有限公司公开发行2018年公司债券募集说明书_3178295939466447
嘉禾铸都发展集团有限公司,,2018-03-07,41,7,128544,2750,18,22,41,是,2018年第一期嘉禾铸都发展集团有限公司公司债券募集说明书_3177532930688781
普定县夜郎国有资产投资营运有限责任公司,,2018-03-07,90,4,83789,6691,34,45,79,是,2018年第一期普定县夜郎国有资产投资营运有限责任公司城市停车场建设专项债券募集说明书_3177519487041403
杭电公司,,2018-03-02,121,5,208250,6025,27,48,69,是,杭电股份公开发行可转换公司债券募集说明书_603618_20180302_6
肥西县城乡建设投资有限公司,,2018-03-01,48,2,69428,2441,16,18,31,是,2016年肥西县城乡建设投资有限公司公司债券募集说明书_3173023317506284
艾华集团公司,艾华集团,2018-02-28,93,4,196907,6027,32,45,71,是,艾华集团公开发行可转换公司债券募集说明书_603989_20180228_7
山东玲珑轮胎股份有限公司,玲珑轮胎,2018-02-27,126,1,252145,6589,36,50,76,是,玲珑轮胎公开发行可转换公司债券募集说明书_601966_20180227_11
重庆市铜梁区金龙城市建设投资（集团）有限公司,,2018-02-13,60,6,82469,3114,23,25,36,是,2018年重庆市铜梁区金龙城市建设投资（集团）有限公司城市停车场建设专项债券募集说明书_3154805186796207
寿县国有资产投资运营（集团）有限公司,,2018-02-13,0,0,91096,0,0,0,0,否,2017年寿县国有资产投资运营（集团）有限公司公司债券募集说明书_3155076174956415
公司,,2018-02-08,69,3,81972,3910,23,31,45,是,2018年第一期秭归县楚元投资有限责任公司养老产业专项债券募集说明书_3154094733727407
安徽潜山县投资有限公司,,2018-02-06,40,2,93216,2640,19,20,38,是,2018年安徽潜山县投资有限公司公司债券募集说明书_3152480920721763
北海新区城区开发建设投资有限公司,,2018-02-05,70,5,80579,4117,28,37,58,是,3 2018年第一期营口北海新区城区开发建设投资有限公司公司债券募集说明书_3149793736247778
肥西县城乡建设投资有限公司,,2018-02-05,48,2,69428,2441,16,18,31,是,2016年肥西县城乡建设投资有限公司公司债券募集说明书_3152391382199996
重庆渝中国有资产经营管理有限公司,,2018-02-02,55,8,85968,5110,39,39,70,是,2018年第一期重庆渝中国有资产经营管理有限公司专项债券募集说明书_3149784480059782
京山县京诚投资开发有限公司,,2018-02-01,63,5,92180,3467,20,29,46,是,2018年京山县京诚投资开发有限公司公司债券募集说明书_3148740658433572
贵州省红果经济开发区开发有限责任公司,,2018-01-31,62,16,137199,3533,26,28,53,是,2018年贵州省红果经济开发区开发有限责任公司养老产业专项债券募集说明书_3148085174179738
中国建筑第六工程局有限公司,,2018-01-31,144,15,159744,7556,42,57,104,是,中国建筑第六工程局有限公司公开发行2018年可续期公司债券募集说明书_3148043453848578
建设投资开发有限公司,,2018-01-31,66,1,89273,4429,27,34,62,是,2018年第一期吉水县城市建设投资开发有限公司城市地下综合管廊建设专项债券募集说明书_3148083584958154
泾县国有资产投资运营有限公司,,2018-01-31,41,4,80892,2677,17,22,40,是,2018年泾县国有资产投资运营有限公司公司债券募集说明书_3146355403101853
安岳县兴安城市建设投资开发有限公司,,2018-01-30,72,3,79402,3693,24,28,49,是,2018年第一期安岳县兴安城市建设投资开发有限公司公司债券募集说明书_3146536191326185
中国石油天然气集团有限公司,,2018-01-30,140,11,187288,7201,42,51,94,是,中国石油天然气集团有限公司2018年公开发行可交换公司债券募集说明书（面向公众投资者）_3146434780135676
兴义市信恒城市建设投资有限公司,,2018-01-29,68,8,127653,9018,51,51,100,是,2018年第一期兴义市信恒城市建设投资有限公司公司债券募集说明书_3142887278709304
中银国际证券股份有限公司,,2018-01-29,140,11,128344,3701,20,29,52,是,中银国际证券股份有限公司2018年公开发行公司债券募集说明书_3143763241776552
无锡银行公司,无锡银行,2018-01-26,415,12,202676,15334,70,85,169,是,无锡银行公开发行A股可转换公司债券募集说明书_600908_20180126_11
苏州市吴中城区建设发展有限公司,,2018-01-24,45,6,66987,3365,22,26,48,是,2018年苏州市吴中城区建设发展有限公司公司债券募集说明书_3142028074355564
红狮控股集团有限公司,,2018-01-18,122,5,216071,10679,54,75,128,是,红狮控股集团有限公司公开发行2018年“一带一路”公司债券募集说明书_3135991498414951
吉林省高速公路集团有限公司,,2018-01-18,117,5,162634,9598,55,62,123,是,吉林省高速公路集团有限公司2018年公开发行公司债券募集说明书（面向合格投资者）_3135977214568393
 江苏常熟农村商业银行股份有限公司,常熟银行,2018-01-17,516,13,200850,13901,65,95,169,是,常熟银行公开发行A股可转换公司债券募集说明书_601128_20180117_4
公司,,2018-01-10,39,5,75749,2751,17,21,41,是,2017年第一期桐城市建设投资发展有限责任公司城市停车场建设专项债券募集说明书_3129169474805938
宿迁市城市建设投资（集团）有限公司,,2018-01-08,58,5,108283,2890,19,26,39,是,2017年第二期宿迁市城市建设投资（集团）有限公司公司债券募集说明书_3125570239083714
襄阳市住房投资有限公司,,2018-01-04,53,5,78367,2903,22,18,35,是,2017年襄阳市住房投资有限公司公司债券募集说明书_3123924591849020
太和县国有资产投资运营有限公司,,2018-01-02,49,5,92279,4096,27,34,58,是,2017年太和县国有资产投资运营有限公司公司债券募集说明书_3118790793467021
南充市嘉陵发展投资有限公司,,2017-12-29,38,7,76855,3583,26,31,54,是,2017年南充市嘉陵发展投资有限公司公司债券募集说明书_3119436236741622
金华融盛投资发展集团有限公司,,2017-12-27,58,5,91518,3617,24,24,47,是,2017年金华融盛投资发展集团有限公司公司债券募集说明书_3117847087213735
泰州凤城河建设发展有限公司,,2017-12-26,84,8,110935,6768,48,55,93,是,2017年第一期泰州凤城河建设发展有限公司公司债券募集说明书_3116098453404762
公司,吉视传媒,2017-12-25,113,12,324000,6475,28,51,87,是,吉视传媒公开发行可转换公司债券募集说明书_601929_20171225_2
定远建设投资有限责任公司,,2017-12-25,63,4,85890,3866,27,31,54,是,2017年第一期定远建设投资有限责任公司公司债券募集说明书_3116145023644702
西安高新控股有限公司,,2017-12-25,86,6,112228,3854,27,30,52,是,2017年第一期西安高新控股有限公司公司债券募集说明书_3116078456149159
鹤岗市城市建设投资开发有限责任公司,,2017-12-22,52,6,72169,5905,35,40,90,是,2017年鹤岗市城市建设投资开发有限责任公司公司债券募集说明书_3113583633275688
西平县产业集聚区投融资有限公司,,2017-12-22,72,7,110734,4641,34,36,58,是,2017年第一期西平县产业集聚区投融资有限公司公司债券募集说明书_3111776022345727
中航电子 股票代码公司,中航电子,2017-12-21,81,1,244941,3870,22,29,45,是,中航电子公开发行可转换公司债券募集说明书_600372_20171221_3
大石桥市城市建设投资有限公司,,2017-12-21,58,7,88427,4790,33,39,59,是,2017年第二期大石桥市城市建设投资有限公司公司债券募集说明书_3112623607859252
上海华信国际集团有限公司,,2017-12-21,153,7,247553,10598,62,75,129,是,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第二期）_3111873407363690
郎溪县国有资产运营投资有限公司,,2017-12-21,44,4,68625,3082,20,25,44,是,2017年郎溪县国有资产运营投资有限公司公司债券募集说明书_3112047471772776
山县城市建设投资有限公司,,2017-12-21,55,6,97759,7123,45,51,85,是,2017年含山县城市建设投资有限公司公司债券募集说明书_3111799473443015
内蒙古蒙电华能热电股份有限公司,内蒙华电,2017-12-20,156,11,279893,12001,63,78,134,是,内蒙华电公开发行可转换公司债券募集说明书_600863_20171220_3
新疆维吾尔自治区哈密地区国有资产投资经营有限公司,,2017-12-20,43,5,98282,2923,14,20,32,是,2017年新疆维吾尔自治区哈密地区国有资产投资经营有限公司公司债券募集说明书_3111761531952333
常州市金坛区交通产业集团有限公司,,2017-12-15,40,3,83814,3804,24,29,43,是,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书（更新）_3107345581612709
常州市金坛区交通产业集团有限公司,,2017-12-15,0,0,0,0,0,0,0,否,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书更正公告_3107345689952756
桃源县经济开发区开发投资有限公司,,2017-12-14,38,7,80284,3912,26,37,51,是,2017年第一期桃源县经济开发区开发投资有限公司公司债券募集说明书_3104925676504150
公司,,2017-12-14,56,5,91863,3477,25,29,50,是,2017年长兴综合物流园项目收益债券募集说明书_3106599592492036
乐清市国有投资有限公司,,2017-12-14,82,7,95158,5434,35,39,70,是,2017年第一期乐清市国有投资有限公司城市停车场建设专项债券募集说明书_3106497118729603
常州市金坛区交通产业集团有限公司,,2017-12-14,40,3,83814,3804,24,29,43,是,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3106422220314884
扬中市城市建设投资发展总公司,,2017-12-14,54,5,83324,3105,24,25,41,是,2017年扬中市城市建设投资发展总公司绿色企业债券募集说明书_3105873787191400
泰晶科技 股票代码 公司,泰晶科技,2017-12-13,95,4,193395,4723,30,35,64,是,泰晶科技公开发行A股可转换公司债券募集说明书_603738_20171213_3
江西省湖口县石钟投资开发有限公司,,2017-12-13,43,4,68276,3002,22,26,41,是,2017年江西省湖口县石钟投资开发有限公司公司债券募集说明书_3105622302363977
公司,,2017-12-11,75,6,72408,3840,29,36,48,是,2017年第二期衡阳县城市和农村建设投资有限公司公司债券募集说明书_3103852502822730
常州市金坛区交通产业集团有限公司,,2017-12-08,40,3,83812,3804,24,29,43,是,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3098917687355179
上海华信国际集团有限公司,,2017-12-07,153,7,246487,10598,62,75,129,是,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第一期）_3100431220434717
安吉县城市建设投资集团有限公司,,2017-12-07,68,9,107629,4989,36,42,72,是,2017年第一期安吉县城市建设投资集团有限公司海绵城市绿色债券募集说明书_3098856531096066
